participantId,group,lecture_type,practice_type,trialId,responseId,question_label,responsePrompt,answer,score,coder_notes,duration,cleanedDuration
67eec9e200be02ad51843d9b,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,it would reverse?,NA,NA,103585,103585
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,Correlation refers to the strength and direction of the linear line while slope focuses on change.,NA,NA,266291,266291
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"They both try to describe the relationship between x and y.
Both can help with identifying direction (positive or negative).",NA,NA,266291,266291
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",Correlation does not change when switching variables.,NA,NA,266291,266291
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope will become -0.25,NA,NA,266291,266291
695bbdf21fd961458dd7390f,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,A slope can be present in a negative or positive way. but the cluster points are these slopes could be varying and have no bearing on the slope.,NA,NA,163707,163707
695bbdf21fd961458dd7390f,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,Slopes can be determined by the correlation. Meaning they affect each other depending on their data.,NA,NA,163707,163707
695bbdf21fd961458dd7390f,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would be negatively affected.,NA,NA,163707,163707
695bbdf21fd961458dd7390f,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would become greater or positive.,NA,NA,163707,163707
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Aa slope is based upon the line of best fit whereas correlation is based upon how close the points change together. Slope is not bounded, but correlations are bounded between -1 and 1",NA,NA,112473,112473
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"Both measure strength of two linear relationships, both can take on positive and negative values",NA,NA,112473,112473
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would not change,NA,NA,112473,112473
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,"The slope would change, as it would be reflected",NA,NA,112473,112473
698ce998c9bcb9df4a355d8e,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,not sure,NA,NA,165691,165691
698ce998c9bcb9df4a355d8e,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,I'm not entirely sure,NA,NA,165691,165691
698ce998c9bcb9df4a355d8e,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",would go negative,NA,NA,165691,165691
698ce998c9bcb9df4a355d8e,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,decresere,NA,NA,165691,165691
69936eccf50fa8ffd94e8b4e,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,amount of data points and parameters will set the max and min,NA,NA,100497,100497
69936eccf50fa8ffd94e8b4e,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,the slope can be drawn as the regression line and the tighter the other points are and distance from regression line,NA,NA,100497,100497
69936eccf50fa8ffd94e8b4e,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",the correlation remains the same,NA,NA,100497,100497
69936eccf50fa8ffd94e8b4e,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,the slope remains the same,NA,NA,100497,100497
69b05804c1d36d9f04ffefe7,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,Slope shows direction of relation while correlation shows strength of relation,NA,NA,86215,86215
69b05804c1d36d9f04ffefe7,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,Show relationship between variables,NA,NA,86215,86215
69b05804c1d36d9f04ffefe7,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",unchanged,NA,NA,86215,86215
69b05804c1d36d9f04ffefe7,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,changed,NA,NA,86215,86215
69b64051157b8364c2a0afa6,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"The correlation can be scattered therefore leading to an unpredictable slope.  If the correlation is significantly off or not very directly impactful, the slope would have drastic changes.",NA,NA,83923,83923
69b64051157b8364c2a0afa6,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,Correlation is the way the data points affect the slope & the variables.,NA,NA,83923,83923
69b64051157b8364c2a0afa6,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would stay the same,NA,NA,83923,83923
69b64051157b8364c2a0afa6,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would go negative,NA,NA,83923,83923
69baaee936d901eb8e30d457,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Strong negative correlation but a slope that's closer to zero, strong positive correlation but a slope that's closer to zero",NA,NA,183193,183193
69baaee936d901eb8e30d457,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,Straight horizontal regression line with the dots scattered across the whole plot but nowhere near the line (so it's zeroed out),NA,NA,183193,183193
69baaee936d901eb8e30d457,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",Correlation is symmetric so it would remain the same.,NA,NA,183193,183193
69baaee936d901eb8e30d457,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would change drastically (but I can't remember exactly how),NA,NA,183193,183193
69dbb8b904dd49c3acdc5571,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,with very low correlation and very hign slope,NA,NA,110799,110799
69dbb8b904dd49c3acdc5571,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,a vertical line or a horozontal line,NA,NA,110799,110799
69dbb8b904dd49c3acdc5571,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",It would flip,NA,NA,110799,110799
69dbb8b904dd49c3acdc5571,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,stay the same,NA,NA,110799,110799
69defab23a249a0b519c8f6d,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"They represent different ways of measuring plot points. Slope is the rate of change, while correlation is how strong the relationship is between points.",NA,NA,287333,287333
69defab23a249a0b519c8f6d,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,Both slope and correlation measure the same overall direction.,NA,NA,287333,287333
69defab23a249a0b519c8f6d,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would not change.,NA,NA,287333,287333
69defab23a249a0b519c8f6d,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,"The slope would reverse, making it -.25.",NA,NA,287333,287333
69e67f20876c8dcd0f10256d,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,correlation measures strength of the relationship between variables while slope measures the rate of change,NA,NA,343990,343990
69e67f20876c8dcd0f10256d,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"If correlation is positive the slope is positive and vice versa
when there is no relation between the variables both level at zero
",NA,NA,343990,343990
69e67f20876c8dcd0f10256d,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?","Nothing, the correlation will stay the same",NA,NA,343990,343990
69e67f20876c8dcd0f10256d,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope will shift,NA,NA,343990,343990
69e696140295abac7fb9c28b,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,Correlation deals with regression line and slope does not.  Slope equals the rate of change and correlation does not.,NA,NA,151514,151514
69e696140295abac7fb9c28b,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"They are both either positive, negative or zero. They both deal with horizontal and vertical lines",NA,NA,151514,151514
69e696140295abac7fb9c28b,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would stay the same,NA,NA,151514,151514
69e696140295abac7fb9c28b,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would change to the opposite direction,NA,NA,151514,151514
69ee7fcbc2188c5c2203fd8c,CP,Control,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Correlation doesn't depend on number of points, where slope has a number of points.  Correlation is between -1 and 1.  Correlation also does not change whenh switching between x and y, where slope does.   Slope depends on the scale of the variable points.",NA,NA,244829,244829
69ee7fcbc2188c5c2203fd8c,CP,Control,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,Both describe the relationship between variable.  They both indiciate a direction.  Both come from the same data set of information.  If correlation is 0 then slope is also 0.,NA,NA,244829,244829
69ee7fcbc2188c5c2203fd8c,CP,Control,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would stay the same,NA,NA,244829,244829
69ee7fcbc2188c5c2203fd8c,CP,Control,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,It would change.,NA,NA,244829,244829
5cbcfce214b3cb0015f03471,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,if the correlation does not come close to the slope. if the correlation is scattered.,NA,NA,196372,196372
5cbcfce214b3cb0015f03471,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,When correlation matches or closes in around the slope.,NA,NA,196372,196372
5cbcfce214b3cb0015f03471,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",it would remain the same.,NA,NA,196372,196372
5cbcfce214b3cb0015f03471,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,the slope would change.,NA,NA,196372,196372
65b6bb9487ad05cb475fbba5,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Evn though the slope can be steep, the correlation - the plots on the graph can be all over the place, meaning the slope is always depicted as a straight line whereas the plot points can be disorganized or all over the place depending on the study results.",NA,NA,270770,270770
65b6bb9487ad05cb475fbba5,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,Visually slope and correlation are easy too initially spot because of the density of the plots and the degree of the line,NA,NA,270770,270770
65b6bb9487ad05cb475fbba5,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",No my brain is getting confused even though I do understand the concepts,NA,NA,270770,270770
65b6bb9487ad05cb475fbba5,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would go downward in a negative direction.,NA,NA,270770,270770
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,Correlation follows direction via points on a graph while a slope depends on a line.,NA,NA,123678,123678
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,The slope and correlation both describe the relationship on a graph and show positive or negative directions.,NA,NA,123678,123678
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would mostly remain the same.,NA,NA,123678,123678
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would climb up at a slightly more higher direction up.,NA,NA,123678,123678
66d88375799e00b593a8655f,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"movement, direction, negative",NA,NA,181108,181108
66d88375799e00b593a8655f,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"direction, positive, negative",NA,NA,181108,181108
66d88375799e00b593a8655f,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",It would make the slope go to the negative,NA,NA,181108,181108
66d88375799e00b593a8655f,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,the slope would go down,NA,NA,181108,181108
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,no,NA,NA,139726,139726
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,no,NA,NA,139726,139726
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?","I don't know,  think it would probably decrease",NA,NA,139726,139726
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,I think it would probably become a mirror image of the original,NA,NA,139726,139726
69419e9576aea13f332266ff,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,Slope is how much the y axis changes by 1 unit of x while correlation is how much the data fit within the best fit line,NA,NA,143445,143445
69419e9576aea13f332266ff,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,The stronger the slope the higher the correlation typically is,NA,NA,143445,143445
69419e9576aea13f332266ff,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would decrease,NA,NA,143445,143445
69419e9576aea13f332266ff,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would increase,NA,NA,143445,143445
69442e09aea78e142db2e54f,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Correlation tells you whether or not the relationship is positive or negative, and the slop tells you the rate of change.",NA,NA,122036,122036
69442e09aea78e142db2e54f,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"They both represent the relationship of the data points, and they both help you the trend of the best fit line.",NA,NA,122036,122036
69442e09aea78e142db2e54f,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would still be positive.,NA,NA,122036,122036
69442e09aea78e142db2e54f,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would decrease.,NA,NA,122036,122036
69457dc95341cec41fca5695,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Slope shows the relationship trend, while correlation shows the strength of that relationship.",NA,NA,104590,104590
69457dc95341cec41fca5695,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,They both help to visualize the data points on the graph. They both use linear measurement to explore details of data relationships.,NA,NA,104590,104590
69457dc95341cec41fca5695,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would stay the same.,NA,NA,104590,104590
69457dc95341cec41fca5695,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would be reversed and changed.,NA,NA,104590,104590
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Number of left-handed people over time vs price of timber.
Number of supermarkets per square miles vs worldwide conflicts.",NA,NA,175961,175961
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"Quality of food eaten vs overall health.
Crime committed in a neighborhood vs average income in the neighborhood.",NA,NA,175961,175961
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would stay the same,NA,NA,175961,175961
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope angle would change,NA,NA,175961,175961
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,you can have a positive or negative slope and the correlation can be the opposite. switching the variables doesn't affect correlation but it does for slope.,NA,NA,185356,185356
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,they measure the relationship between variables,NA,NA,185356,185356
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would stay the same,NA,NA,185356,185356
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,change,NA,NA,185356,185356
69afafce3f7970642a6dc071,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"What they measure, the units they measure and what affects them and their range of value.",NA,NA,172724,172724
69afafce3f7970642a6dc071,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,The both describe relationships between two variables. They show direction both positive and negative. They both come from the same data.,NA,NA,172724,172724
69afafce3f7970642a6dc071,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",Nothing,NA,NA,172724,172724
69afafce3f7970642a6dc071,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would move accordingly.,NA,NA,172724,172724
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"formula
change as axes are swiched",NA,NA,87656,87656
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"based on data points
measure a change",NA,NA,87656,87656
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",would stay the same,NA,NA,87656,87656
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,would change,NA,NA,87656,87656
69b539c1ef7f025074f1dc49,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Correlation is always between -1 and 1, while slope can be any negative number to positive infinity. Correlation does not have units but slope does. Correlation stays the same if you change the variables (X and Y), whereas slope changes completely when variables or axes are changed.",NA,NA,226330,226330
69b539c1ef7f025074f1dc49,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,Both always share the same sign. Both specifically measure the strength of linear relationships. Both the slope and correlation would be zero if there is no linear relationship. Both require to variables (X and Y).,NA,NA,226330,226330
69b539c1ef7f025074f1dc49,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would remain the same because it measures the mutual relationship between variables regardless of which one is X or Y.,NA,NA,226330,226330
69b539c1ef7f025074f1dc49,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would change and become 1.,NA,NA,226330,226330
