participantId,group,lecture_type,practice_type,trialId,responseId,question_label,responsePrompt,answer,score,coder_notes,duration,cleanedDuration
69bcb74d06491ceeaf0fe09c,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Correlation measures how string the relationship is, in other words if there is a lot of varaince in the relationship. Slope measures the direction and strength of the relationship, i.e. how big or small a change in one variable has on the other.",NA,NA,114626,114626
69bcb74d06491ceeaf0fe09c,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,Slope and correlation both measure the rate of change between two variables,NA,NA,114626,114626
69bcb74d06491ceeaf0fe09c,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would remain the same,NA,NA,114626,114626
69bcb74d06491ceeaf0fe09c,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope you change to 4,NA,NA,114626,114626
69c13c0ad9ea03501703d527,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,The correlation (r) has to be between -1 and 1. The slope can be any number.,NA,NA,261447,261447
69c13c0ad9ea03501703d527,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,They both are integers. They can both be positive or negative values.,NA,NA,261447,261447
69c13c0ad9ea03501703d527,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?","I think the correlation would change, but I'm not sure how to describe it. If the slope changes, then the points will now not be in the same position relative to the slope.",NA,NA,261447,261447
69c13c0ad9ea03501703d527,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope will be much steeper. The slope will now be 4.,NA,NA,261447,261447
69e50d6c5df8f2861c76a92e,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"they can be a different value, they are scattered.",NA,NA,103569,103569
69e50d6c5df8f2861c76a92e,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"they show a trend of information, they can be the same value.",NA,NA,103569,103569
69e50d6c5df8f2861c76a92e,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",It would jump into the positive range,NA,NA,103569,103569
69e50d6c5df8f2861c76a92e,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,it would become flatter.,NA,NA,103569,103569
69e7c4d7520b1a91f7a60d9e,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Slope lists rate of change, and correlation lists how accurate the rate of change is for the dataset.",NA,NA,78764,78764
69e7c4d7520b1a91f7a60d9e,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"Slope and correlation both describe qualities of scatter plots, they both are used to help identify trend.",NA,NA,78764,78764
69e7c4d7520b1a91f7a60d9e,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",Correlation would not change since X and Y are still equally related,NA,NA,78764,78764
69e7c4d7520b1a91f7a60d9e,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,"The slope would change, you would have to find its inverse to get an accurate slop",NA,NA,78764,78764
69e913482ae5864d44e6387c,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,Slope is a rate of change whereas correlation is how points are arranged among the target line.,NA,NA,118122,118122
69e913482ae5864d44e6387c,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,They tell us the relationship between two variables and changes in perception of two variables.,NA,NA,118122,118122
69e913482ae5864d44e6387c,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would be smaller between the two tested variables.,NA,NA,118122,118122
69e913482ae5864d44e6387c,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would be less steep.,NA,NA,118122,118122
69ea51d8e9e2fcbd7e2a598a,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"correlation show strength of relationship, while slpe shows steepness of a line",NA,NA,302002,302002
69ea51d8e9e2fcbd7e2a598a,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,both describe relationships between X and Y. Both show direction s postive or negative,NA,NA,302002,302002
69ea51d8e9e2fcbd7e2a598a,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",the correlation stays the same at 0.5,NA,NA,302002,302002
69ea51d8e9e2fcbd7e2a598a,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,it becomes 4,NA,NA,302002,302002
69eb5bea0282ba37e5a2bae6,PC,PlotWise,Control,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Slope is rate of change, correlation is relative strength
Slope can be any integer, correlation can only be between -1 and 1",NA,NA,130694,130694
69eb5bea0282ba37e5a2bae6,PC,PlotWise,Control,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"Slope and correlation both involve relationships between the x and y variables. 
Slope and correlation both give insight into scatterplots and other graphing agents.",NA,NA,130694,130694
69eb5bea0282ba37e5a2bae6,PC,PlotWise,Control,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",stay the same,NA,NA,130694,130694
69eb5bea0282ba37e5a2bae6,PC,PlotWise,Control,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,it would be 4 instead of 1/4,NA,NA,130694,130694
58a5cf959e040a0001399f07,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Correlation changes based on how close or far apart the points on the graph are, while slope does not.  Slope changes based on the specific placement of points on the graph while correlation is based on the relationship of the points to each other.",NA,NA,167667,167667
58a5cf959e040a0001399f07,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,Slope and correlation both help explain the way a graph looks.  They both are determined by the relationship between multiple points on the graph.,NA,NA,167667,167667
58a5cf959e040a0001399f07,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?","Nothing, the correlation would stay the same.",NA,NA,167667,167667
58a5cf959e040a0001399f07,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would change dramatically,NA,NA,167667,167667
5e6439d24659d01c218bcbc9,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"they do different things, one can be switched if the axis changes",NA,NA,58311,58311
5e6439d24659d01c218bcbc9,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,They're both math and statistics. they both tell you the relationship between two variables,NA,NA,58311,58311
5e6439d24659d01c218bcbc9,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would stay the same,NA,NA,58311,58311
5e6439d24659d01c218bcbc9,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,It would be the same but switched based on the axis change,NA,NA,58311,58311
62b9f3589e8d599c11a2f9fc,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,Slope and correlation are rarely the same number.  Slope and correlation measure two different things.,NA,NA,150481,150481
62b9f3589e8d599c11a2f9fc,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,Their sign is the same.  Slope of a scatterplot is the trend graph.  Slope and correlation are usually proportional.,NA,NA,150481,150481
62b9f3589e8d599c11a2f9fc,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",Correlation would stay the same.,NA,NA,150481,150481
62b9f3589e8d599c11a2f9fc,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would be a reciprocal.,NA,NA,150481,150481
6413bee5234ad46e9fc4ba75,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,Correlation is constrained between -1 and 1 while slope can be infinite in either direction.,NA,NA,108452,108452
6413bee5234ad46e9fc4ba75,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,THey both have positive and negative values.  They can both be 0.,NA,NA,108452,108452
6413bee5234ad46e9fc4ba75,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",Nothing.  It would stay the same. .5,NA,NA,108452,108452
6413bee5234ad46e9fc4ba75,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would be flipped.  4?,NA,NA,108452,108452
660db7a0e45001b3e976309e,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Slope is how 2 numbers are related, and correlation is how closely those 2 sets of numbers are related.",NA,NA,68877,68877
660db7a0e45001b3e976309e,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"I don't think they're the same, I just think they're related.",NA,NA,68877,68877
660db7a0e45001b3e976309e,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",Nothing would happen,NA,NA,68877,68877
660db7a0e45001b3e976309e,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would change,NA,NA,68877,68877
66632c96e56c2cc87923bf78,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"correlation can be either -1.0, +1",NA,NA,144178,144178
66632c96e56c2cc87923bf78,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,when both are at zero,NA,NA,144178,144178
66632c96e56c2cc87923bf78,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",correlation would get stronger,NA,NA,144178,144178
66632c96e56c2cc87923bf78,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,the slope would change,NA,NA,144178,144178
66abc79f0812c1f89a25adfb,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,slope can be greater or less than 1 and -1. R is always between -1 and 1.,NA,NA,158641,158641
66abc79f0812c1f89a25adfb,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,I think they are both close to zero at the same time. I think they share the negative and positive status,NA,NA,158641,158641
66abc79f0812c1f89a25adfb,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",r is symmetrical. correlation would stay the same.,NA,NA,158641,158641
66abc79f0812c1f89a25adfb,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,We would have a reciprical slope.,NA,NA,158641,158641
67204af156acf704058c6e66,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,Slope considers a line of best fit between all data points while correlation refers to the way individual points are related,NA,NA,90999,90999
67204af156acf704058c6e66,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,They both describe the relationship between points within a data set,NA,NA,90999,90999
67204af156acf704058c6e66,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation remains the same,NA,NA,90999,90999
67204af156acf704058c6e66,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope inverts and becomes negative,NA,NA,90999,90999
6941f12abe152014b1fc152a,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"if you change axis, slope changes but correlation stays the same.",NA,NA,168513,168513
6941f12abe152014b1fc152a,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,same as the both either positive negative or neither .,NA,NA,168513,168513
6941f12abe152014b1fc152a,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?","correlation, would stay the same.",NA,NA,168513,168513
6941f12abe152014b1fc152a,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,"slope would change, becuase rise over run would change.",NA,NA,168513,168513
697923c3e017b9ae8d36422f,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,units scale and switching variables,NA,NA,158567,158567
697923c3e017b9ae8d36422f,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,direction and zero point,NA,NA,158567,158567
697923c3e017b9ae8d36422f,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",It would stay the same,NA,NA,158567,158567
697923c3e017b9ae8d36422f,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,It would change recaculated based on new rise over run,NA,NA,158567,158567
69838c967c78c6ef18426fba,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,I do not understand the concepts well enough to be able to describe the relationship.,NA,NA,38368,38368
69838c967c78c6ef18426fba,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,I do not understand the concepts well enough to be able to describe the relationship.,NA,NA,38368,38368
69838c967c78c6ef18426fba,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",I do not understand the concepts well enough to be able to describe the relationship.,NA,NA,38368,38368
69838c967c78c6ef18426fba,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,I do not understand the concepts well enough to be able to describe the relationship.,NA,NA,38368,38368
69a1a10db5dd5cc2b0fd9120,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,Slope describes the rate of change between variables and correlation describes strength and direction of a relationship between variables,NA,NA,139844,139844
69a1a10db5dd5cc2b0fd9120,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,They both describe relationships between two variables and they both go in the same direction,NA,NA,139844,139844
69a1a10db5dd5cc2b0fd9120,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would not change,NA,NA,139844,139844
69a1a10db5dd5cc2b0fd9120,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would change,NA,NA,139844,139844
69a273aa8ea44b93a7c318fa,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,The sign and the points,NA,NA,98772,98772
69a273aa8ea44b93a7c318fa,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,When they have both to be positive,NA,NA,98772,98772
69a273aa8ea44b93a7c318fa,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",It will become strong negative correlation,NA,NA,98772,98772
69a273aa8ea44b93a7c318fa,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope will be negative,NA,NA,98772,98772
69d42f9c4bd9803351e64126,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,They are related but are different functions of the graph,NA,NA,39840,39840
69d42f9c4bd9803351e64126,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,Unsure,NA,NA,39840,39840
69d42f9c4bd9803351e64126,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",Nothing,NA,NA,39840,39840
69d42f9c4bd9803351e64126,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,It would change,NA,NA,39840,39840
69d6384637b632d34190012d,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,Slope deals with how much something changes. The correlation deals with how closely those data points relate to each other.,NA,NA,188014,188014
69d6384637b632d34190012d,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"Both are data points with using two variables, the predictor and the outcome. Both can show strength or weakness.",NA,NA,188014,188014
69d6384637b632d34190012d,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",stay the same,NA,NA,188014,188014
69d6384637b632d34190012d,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,it would be the opposite,NA,NA,188014,188014
69e5784c8279ec7791f5c7c2,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,slope measures change and correlation measures the strength and direction of the relationship,NA,NA,81410,81410
69e5784c8279ec7791f5c7c2,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,they reprsent a relationship between x and y,NA,NA,81410,81410
69e5784c8279ec7791f5c7c2,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",it would remain the same,NA,NA,81410,81410
69e5784c8279ec7791f5c7c2,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,it would become inverted,NA,NA,81410,81410
69e69bafa189bbf97f972a9a,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,slope has units. Correlation is unitless. Slope can be any number while correlation is -1 and +1. Slope is not symmetric. Correlation is symmetric.,NA,NA,377577,377577
69e69bafa189bbf97f972a9a,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,both describe relationships between two variables. Both show direction. Both come from linear relationships. Both based on how variables vary together. Both can equal 0 when there is no linear relationship.,NA,NA,377577,377577
69e69bafa189bbf97f972a9a,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",the correlation would stay exactly the same,NA,NA,377577,377577
69e69bafa189bbf97f972a9a,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,the slope would change.,NA,NA,377577,377577
69e8b8d3a88ba7b372cefe9f,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Slope is an inference of what a line would look like given the average of many datapoints, but the correlation is what actually creates the line. The correlation are the real data points, but slope is a pattern extrapolated from the real data.",NA,NA,171974,171974
69e8b8d3a88ba7b372cefe9f,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"They are the same in that they both follow the same general line shape. They both demonstrate the same trend of slope, but one does it more obviously.",NA,NA,171974,171974
69e8b8d3a88ba7b372cefe9f,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",It stays the same.,NA,NA,171974,171974
69e8b8d3a88ba7b372cefe9f,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,It flips.,NA,NA,171974,171974
69ed0abf57b9596c4f695608,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,One describes the relationship of data points to each other (slope) and the correlation describes the data points in relation to the overall trend.,NA,NA,82308,82308
69ed0abf57b9596c4f695608,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,They're not really the same.,NA,NA,82308,82308
69ed0abf57b9596c4f695608,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation wouldn't change.,NA,NA,82308,82308
69ed0abf57b9596c4f695608,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope would invert.,NA,NA,82308,82308
69ed3447bad8df1a3928ef2e,PP,PlotWise,PlotWise,connection-making,q-different,How slope and correlation are different,Please list as many ways slope and correlation are different as you can think of.,"Correlation is stuck as being either -1, 0, 1 while slope can be of any value. Correlation is able to be swapped from X to Y and vice versa without changing, whereas slope will typically change to a different value.",NA,NA,214175,214175
69ed3447bad8df1a3928ef2e,PP,PlotWise,PlotWise,connection-making,q-same,How slope and correlation are the same,Please list as many ways slope and correlation are the same as you can think of.,"Both will have the same sign, either positive or negative. If the variables have no linear relationship then they will both have a value of zero.",NA,NA,214175,214175
69ed3447bad8df1a3928ef2e,PP,PlotWise,PlotWise,connection-making,switch-question-response-a,Switch X/Y: correlation,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",It would stay the same.,NA,NA,214175,214175
69ed3447bad8df1a3928ef2e,PP,PlotWise,PlotWise,connection-making,switch-question-response-b,Switch X/Y: slope,b. What would happen to the slope?,The slope to 0.5.,NA,NA,214175,214175
