participantId,group,lecture_type,practice_type,trialId,responseId,answer,answer_clean,correct_side,is_correct,abs_r_left,abs_r_right,duration,cleanedDuration,parameters_leftLabel,parameters_rightLabel
69ee7fcbc2188c5c2203fd8c,CP,Control,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,4877,4877,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
5cbcfce214b3cb0015f03471,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,12715,12715,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
5cbcfce214b3cb0015f03471,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,6575,6575,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
65b6bb9487ad05cb475fbba5,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,16863,16863,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
65b6bb9487ad05cb475fbba5,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,5964,5964,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,17575,17575,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,15136,15136,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
66d88375799e00b593a8655f,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,11589,11589,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
66d88375799e00b593a8655f,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,7581,7581,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,5304,5304,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,4130,4130,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69419e9576aea13f332266ff,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,8040,8040,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69419e9576aea13f332266ff,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,right,right,right,TRUE,0.1,0.32,4428,4428,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69442e09aea78e142db2e54f,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,6054,6054,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69442e09aea78e142db2e54f,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,4153,4153,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69457dc95341cec41fca5695,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,11616,11616,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69457dc95341cec41fca5695,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,3852,3852,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,8121,8121,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,2531,2531,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,5904,5904,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,8357,8357,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69afafce3f7970642a6dc071,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,11161,11161,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69afafce3f7970642a6dc071,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,3098,3098,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,10586,10586,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,2954,2954,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69b539c1ef7f025074f1dc49,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,5288,5288,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69b539c1ef7f025074f1dc49,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,2300,2300,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69bcb74d06491ceeaf0fe09c,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,6033,6033,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69bcb74d06491ceeaf0fe09c,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,2882,2882,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69c13c0ad9ea03501703d527,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,17992,17992,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69c13c0ad9ea03501703d527,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,6905,6905,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69e50d6c5df8f2861c76a92e,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,15309,15309,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69e50d6c5df8f2861c76a92e,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,3006,3006,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69e7c4d7520b1a91f7a60d9e,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,3426,3426,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69e7c4d7520b1a91f7a60d9e,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,2029,2029,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69e913482ae5864d44e6387c,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,4381,4381,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69e913482ae5864d44e6387c,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,8982,8982,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69ea51d8e9e2fcbd7e2a598a,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,16178,16178,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69ea51d8e9e2fcbd7e2a598a,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,right,right,right,TRUE,0.1,0.32,22988,22988,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69eb5bea0282ba37e5a2bae6,PC,PlotWise,Control,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,6728,6728,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69eb5bea0282ba37e5a2bae6,PC,PlotWise,Control,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,2353,2353,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
58a5cf959e040a0001399f07,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,5463,5463,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
58a5cf959e040a0001399f07,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,3554,3554,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
5e6439d24659d01c218bcbc9,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,3265,3265,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
5e6439d24659d01c218bcbc9,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,2892,2892,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
62b9f3589e8d599c11a2f9fc,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,4610,4610,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
62b9f3589e8d599c11a2f9fc,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,2550,2550,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
6413bee5234ad46e9fc4ba75,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,5436,5436,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
6413bee5234ad46e9fc4ba75,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,2071,2071,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
660db7a0e45001b3e976309e,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,7280,7280,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
660db7a0e45001b3e976309e,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,3475,3475,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
66632c96e56c2cc87923bf78,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,15134,15134,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
66632c96e56c2cc87923bf78,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,7528,7528,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
66abc79f0812c1f89a25adfb,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,8064,8064,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
66abc79f0812c1f89a25adfb,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,6352,6352,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
67204af156acf704058c6e66,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,4627,4627,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
67204af156acf704058c6e66,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,4035,4035,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
6941f12abe152014b1fc152a,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,4902,4902,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
6941f12abe152014b1fc152a,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,7732,7732,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
697923c3e017b9ae8d36422f,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,right,right,left,FALSE,0.7,0.32,7801,7801,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
697923c3e017b9ae8d36422f,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,right,right,right,TRUE,0.1,0.32,7302,7302,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69838c967c78c6ef18426fba,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,6161,6161,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69838c967c78c6ef18426fba,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,3071,3071,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69a1a10db5dd5cc2b0fd9120,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,4933,4933,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69a1a10db5dd5cc2b0fd9120,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,right,right,right,TRUE,0.1,0.32,3899,3899,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69a273aa8ea44b93a7c318fa,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,6703,6703,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69a273aa8ea44b93a7c318fa,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,4692,4692,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69d42f9c4bd9803351e64126,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,3822,3822,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69d42f9c4bd9803351e64126,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,4702,4702,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69d6384637b632d34190012d,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,8034,8034,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69d6384637b632d34190012d,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,right,right,right,TRUE,0.1,0.32,40704,40704,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69e5784c8279ec7791f5c7c2,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,8718,8718,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69e5784c8279ec7791f5c7c2,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,3016,3016,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69e69bafa189bbf97f972a9a,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,6134,6134,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69e69bafa189bbf97f972a9a,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,3631,3631,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69e8b8d3a88ba7b372cefe9f,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,7436,7436,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69e8b8d3a88ba7b372cefe9f,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,4311,4311,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69ed0abf57b9596c4f695608,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,5838,5838,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69ed0abf57b9596c4f695608,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,5214,5214,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
69ed3447bad8df1a3928ef2e,PP,PlotWise,PlotWise,choose-strongest-r-1,graph_choice,left,left,left,TRUE,0.7,0.32,4694,4694,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34"
69ed3447bad8df1a3928ef2e,PP,PlotWise,PlotWise,choose-strongest-r-2,graph_choice,left,left,right,FALSE,0.1,0.32,2432,2432,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31"
